条目ID,名称,目的地,字段,当前口径,状态,处理建议
A217,第二海水浴场,青岛,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A218,五四广场,青岛,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A218,五四广场,青岛,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A219,青岛天主教堂,青岛,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A219,青岛天主教堂,青岛,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A220,青岛海底世界,青岛,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A220,青岛海底世界,青岛,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A021,黄山风景区,黄山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A021,黄山风景区,黄山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A022,迎客松,黄山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A022,迎客松,黄山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A023,光明顶,黄山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A023,光明顶,黄山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A024,西海大峡谷,黄山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A024,西海大峡谷,黄山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A025,飞来石,黄山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A025,飞来石,黄山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A026,宏村,黄山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A026,宏村,黄山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A027,西递,黄山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A027,西递,黄山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A028,屯溪老街,黄山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A028,屯溪老街,黄山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A029,新安江山水画廊,黄山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A029,新安江山水画廊,黄山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A030,塔川,黄山,门票与预约,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
A030,塔川,黄山,开放时间,以官方渠道为准（待核实）,完全兜底,以官方渠道当日公告回填票价、预约、放票和开放时间
